county_name,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,vote_for_dems_before,clinton_win
Knox,33.7,74510,19585,15.5,12.13,52.27,682.8,6.01,621,TN,FALSE,FALSE
Lake,34.1,47512,11964,33.2,9.21,45.35,44.7,16.29,14,TN,TRUE,TRUE
Lauderdale,32.8,96919,13389,23.9,9.18,51.15,50.4,10.42,25,TN,FALSE,TRUE
Lawrence,34.2,94985,15112,15.7,9.57,52.36,59,8.09,257,TN,FALSE,TRUE
,34.6,,12532,20.7,10.23,51.35,34.7,,114,TN,TRUE,TRUE
,35.5,72917,14868,15.9,9.06,52.17,50,12.12,295,TN,FALSE,TRUE
,36.4,96598,15926,14.2,11.08,52.13,145.2,6.12,7,TN,FALSE,FALSE
McMinn,35.3,65040,14392,17.5,11.33,52.25,101.1,8.6,207,TN,FALSE,FALSE
McNairy,37.2,75656,13998,20,11.01,52.14,40.3,10.4,115,TN,FALSE,TRUE
Macon,34.5,,13641,19,8.21,51.37,53.1,9.14,45,TN,FALSE,TRUE
Madison,33,,17255,18.5,10.45,53.25,144.1,7.14,869,TN,FALSE,FALSE
Maury,34,,16424,14.1,10.36,52.08,97.4,9.28,394,TN,FALSE,TRUE
Meigs,35,48149,12460,17.9,9.35,50.06,43.1,10.12,200,TN,FALSE,TRUE
Monroe,34.6,63783,12530,21.4,8.5,51.37,49.3,11.37,167,TN,FALSE,FALSE
Montgomery,28.5,52112,14736,14.5,8.58,49.59,204.6,3.28,536,TN,FALSE,TRUE
Morgan,33.2,28585,11366,22.9,12.01,47.15,33.7,7.16,1,TN,FALSE,TRUE
Obion,36.1,126973,,17,12.04,52.2,58.2,8.11,312,TN,FALSE,TRUE
Overton,36.6,53767,11829,19.8,10.43,51.36,41.1,9.16,60,TN,TRUE,TRUE
Perry,37.8,88499,12712,17.4,9.37,51.05,16.4,17.02,37,TN,TRUE,TRUE
Polk,36.3,121349,13452,17.9,9.07,51.01,31.7,8.23,4,TN,FALSE,TRUE
Putnam,32.3,109035,16243,16.9,9.15,51.32,132.4,8.02,208,TN,FALSE,TRUE
Rhea,34.6,54596,13146,19.7,10.53,52.19,80.1,11.15,100,TN,FALSE,FALSE
Roane,37.4,52015,16019,17,14.34,52.23,132.7,9.48,191,TN,FALSE,TRUE
Robertson,33.1,60072,15528,12.8,9.13,51.39,91.7,8.04,328,TN,TRUE,TRUE
Rutherford,29.8,58229,18132,11.6,8.31,51.04,207.9,5.14,475,TN,FALSE,TRUE
Scott,31.8,73209,11775,30.5,10.08,51.35,35.3,6.7,45,TN,FALSE,FALSE
Sevier,35.4,108001,15903,16.1,9.24,51.3,92.2,1.39,159,TN,FALSE,FALSE
Shelby,31.3,87769,20491,22.3,10.54,52.34,1116.8,5.06,778,TN,FALSE,TRUE
Smith,35.2,131274,14758,15.5,10.32,51.59,46.1,9.02,37,TN,TRUE,TRUE
Stewart,38.7,78772,12375,15.4,10.5,51.16,22.1,8.51,69,,TRUE,TRUE
Sullivan,36.9,65711,17699,16.1,13.28,52.39,354.7,,389,,FALSE,FALSE
Sumner,33.2,63926,17634,11,9.23,51,,5.15,310,TN,FALSE,TRUE
Trousdale,36.3,100467,12391,16.8,,51.32,52.5,14,170,TN,TRUE,TRUE
Unicoi,37.9,39234,14752,17.2,14.41,52.02,90.3,10.18,183,TN,FALSE,FALSE
Warren,35,103593,,18.2,11.32,52.22,77.4,7.52,360,TN,FALSE,TRUE
Washington,34.7,61524,17210,16.1,13.17,51.58,290.9,9.18,402,TN,FALSE,FALSE
Wayne,,85284,11888,21.1,9.16,47.56,20.8,10.13,9,TN,FALSE,FALSE
Weakley,33,101854,14301,15.8,9.57,52.38,55,11.41,168,TN,FALSE,TRUE
White,36.7,112414,13185,18.5,10.7,52.12,54.4,7.02,69,TN,FALSE,TRUE
,34.1,109751,26526,6.8,8.27,50.8,151.9,4.42,216,TN,FALSE,FALSE
,31.4,59319,12766,20.8,13.34,42.1,44.9,10.52,416,TX,FALSE,FALSE
,29.4,61258,14508,16.4,10.51,50.54,9.7,5.38,471,TX,FALSE,FALSE
Angelina,32.3,74790,,18.5,,51.45,89.8,8.14,516,TX,FALSE,TRUE
Aransas,38.1,85786,15301,22.4,12.25,50.46,75.8,4.14,771,TX,FALSE,FALSE
Archer,34.7,63119,,11.1,13.35,50.08,8.5,3.9,78,TX,FALSE,FALSE
Armstrong,38.4,98274,20205,10.1,16.11,52.05,2.1,28.29,79,TX,FALSE,FALSE
Atascosa,30.4,61267,12758,25.3,8.08,50.36,25.6,9.05,216,TX,FALSE,FALSE
Austin,35.7,122118,17000,14.6,9.12,51.17,31.9,13.19,239,TX,FALSE,FALSE
Bandera,40.3,,,12.3,10.11,50.22,14,5.35,280,TX,FALSE,FALSE
Bastrop,33.4,61675,14327,,,49.23,44.6,6.03,363,TX,TRUE,TRUE
Baylor,42.9,133033,17516,19.7,14.21,53.25,4.9,13.49,84,TX,TRUE,TRUE
Bee,29.6,58039,12925,28.2,,,27.8,7.8,355,TX,FALSE,TRUE
Bell,27.8,48290,16026,15.8,10.29,49.28,180.2,,592,TX,FALSE,FALSE
Bexar,30,63507,17196,22.7,10.1,52.17,987.4,4,,,FALSE,TRUE
Blanco,38.8,115982,16812,12.4,11.48,52.31,9.1,29.23,222,TX,FALSE,FALSE
Bosque,41,122847,15115,17.2,13.02,51.36,15.6,23.25,151,TX,FALSE,FALSE
Bowie,34,77525,16631,17.7,12.49,52.23,92.7,8.15,528,TX,FALSE,TRUE
Brazoria,31.1,53158,17489,12.3,11.2,48.23,146.4,4.27,378,TX,FALSE,FALSE
Brazos,24,69626,13840,19.9,6.55,48.42,213.6,4.28,621,TX,FALSE,FALSE
Brewster,32.4,69191,13876,21.8,11.44,49.3,1.4,4.6,297,TX,FALSE,TRUE
Brooks,30.2,60355,10632,38.2,8.29,51.34,8.7,8.54,201,TX,TRUE,TRUE
Brown,35,81178,14232,19.4,11.48,52.15,36.2,12.07,541,TX,FALSE,FALSE
Burleson,35.4,128976,14736,18.6,10.39,51.18,20.9,9.06,405,TX,TRUE,TRUE
Burnet,40,90600,17141,16.9,11.32,52.11,23.3,12.03,274,TX,FALSE,FALSE
Caldwell,30.7,55149,13065,22.7,8.29,50.01,49.3,12.9,397,TX,TRUE,TRUE
Calhoun,32.7,117404,,17.8,13.07,50.49,39,5.5,550,TX,TRUE,FALSE
,36.7,74002,14280,16.5,13.06,52.06,13.2,11.51,69,TX,FALSE,FALSE
Cameron,27.4,64965,10618,38.5,6.14,,307.9,,705,TX,TRUE,TRUE
,36.1,101480,18077,21.3,12.22,52.11,51.1,11.39,,,TRUE,TRUE
Carson,34.5,95526,18943,8,13.26,51.45,7,7.32,208,TX,FALSE,FALSE
Cass,35.7,62111,14514,20.5,12.52,52.05,32.1,14.12,207,TX,TRUE,TRUE
Castro,28.4,68333,18797,26.3,9.26,50.44,9.8,7.05,249,TX,FALSE,FALSE
Chambers,32.7,57192,16774,12.3,10.12,50.05,34.2,3.23,355,TX,FALSE,FALSE
Cherokee,35,77397,15139,22.8,11.04,51.19,38.6,15.32,338,TX,FALSE,FALSE
Childress,39.5,72375,,22.7,12.27,,8.9,16.35,276,TX,FALSE,FALSE
Clay,37.3,86021,15949,11.8,14,51.18,8.8,10,224,TX,TRUE,TRUE
Cochran,30.1,106271,17038,28.6,9.26,50.04,5.4,5,462,TX,FALSE,FALSE
Coke,44,128435,,15.9,13.21,52.34,3.8,30.59,168,TX,FALSE,FALSE
Coleman,41.6,115185,14375,23.4,14.05,52.58,7.5,19.24,162,TX,FALSE,TRUE
Collin,30.9,53296,24875,6.3,6.27,,,,545,TX,FALSE,FALSE
Collingsworth,38.4,125903,16293,24.4,14.26,52.16,3.8,15.43,249,TX,FALSE,FALSE
Colorado,37.4,169601,16721,19.3,11.43,52.05,19.1,16.9,499,TX,FALSE,FALSE
Comal,36.7,73508,19672,12.3,10.28,51.12,98.5,12.21,,TX,FALSE,FALSE
Comanche,41.4,105487,16220,20.7,11.49,51.01,14.3,21.57,102,TX,TRUE,TRUE
Concho,35.9,104623,15145,22.6,10.57,46.2,3,22.33,177,TX,TRUE,TRUE
Cooke,34.2,91783,15842,16.5,11.14,51.02,35.5,10.08,379,TX,FALSE,FALSE
Coryell,25.4,40889,10858,13.9,7.35,44.37,61.2,5.43,312,TX,FALSE,FALSE
Cottle,41.2,152024,17101,25.9,13.14,51.05,2.3,17.14,186,TX,TRUE,TRUE
Crane,29.8,66898,13602,14.2,11.13,50.11,5.9,6.3,335,,FALSE,FALSE
,33.1,162161,15609,21.2,13.41,50.03,1.5,10.16,161,TX,TRUE,TRUE
,32.6,89157,14172,29.2,9.53,51.45,8,12.36,93,TX,FALSE,TRUE
,30.6,124284,23576,18.3,10.34,51.15,2168.7,4.03,985,TX,TRUE,FALSE
,32.7,141032,15682,28.1,9.2,51.46,15.6,6.1,423,TX,FALSE,FALSE
Deaf Smith,28.3,70388,18598,25.7,10.11,50.48,12.6,7.13,493,TX,FALSE,FALSE
Delta,,95900,15897,21.4,13.31,52.39,17,26.38,247,TX,TRUE,TRUE
Denton,,37158,19511,8.4,6.19,50.43,331.7,3.23,593,TX,FALSE,FALSE
Dickens,42.3,87988,15111,26,12.4,52.54,2.8,11.6,468,TX,TRUE,TRUE
Dimmit,,35800,9294,40.3,8.41,51.07,7.9,6.19,498,TX,TRUE,TRUE
Donley,42,,17663,20.8,14.47,52.13,3.9,12.34,222,TX,FALSE,FALSE
Eastland,39,76864,14511,21.6,13.6,52.38,19.4,18.44,365,TX,FALSE,FALSE
Ector,30.2,58654,,21.9,12.15,51.29,135.2,4.14,991,TX,FALSE,FALSE
Ellis,31,62741,,14.4,8.47,51.02,93.8,7.41,543,TX,FALSE,FALSE
El Paso,27.9,48635,,,8.41,51.41,619.7,2.14,830,TX,TRUE,TRUE
Erath,30.7,113737,16368,18.1,,,26.1,13.17,324,TX,FALSE,FALSE
Falls,35.1,65516,13542,28,13.13,,22.9,16.19,399,TX,TRUE,TRUE
Fannin,38.8,97427,15852,18.7,15.09,52.23,27.5,21.22,317,TX,TRUE,TRUE
Fayette,39.3,147371,18521,14.8,11.22,,21.4,17.35,108,TX,FALSE,FALSE
Fisher,39.3,104013,15734,18.5,14.03,51.59,5.1,13.7,117,TX,TRUE,TRUE
Floyd,32.5,120644,17173,27.4,10.08,51.46,8.6,10.47,205,TX,FALSE,FALSE
Foard,40.9,126871,18972,17.9,15.24,54.17,2.4,18.24,82,TX,TRUE,TRUE
Fort Bend,30.5,32475,20827,10,6.32,50.23,291.9,2.35,331,TX,FALSE,FALSE
Franklin,37.8,83366,15736,16.2,11.35,51.46,28,15.5,151,TX,TRUE,TRUE
Freestone,36.6,74974,15355,18.6,11.06,52.07,17.7,17.07,297,TX,FALSE,TRUE
Frio,28.5,99912,10588,35,6.43,47.5,13.4,8.29,355,TX,FALSE,TRUE
Gaines,27.8,76601,13458,23.1,8.08,50.15,9.5,2.18,288,TX,FALSE,FALSE
Galveston,32.6,65278,18845,15.9,12.38,51.24,569.9,4.22,779,TX,TRUE,TRUE
Garza,32.9,85254,14202,22.6,10.32,52.36,5.6,11.8,310,TX,FALSE,FALSE
Gillespie,42.1,134594,17428,12.8,10,52.32,16.9,18.6,204,TX,FALSE,FALSE
Goliad,35.9,38685,14255,19.5,10.18,52.04,7,10,110,TX,FALSE,FALSE
Gonzales,34,78516,15722,26.7,10.08,51.04,16.1,13.2,322,TX,FALSE,FALSE
Gray,36.1,110324,19526,14.2,15.04,52.04,25.3,7.04,634,TX,FALSE,FALSE
Grayson,35,107105,17414,15.9,13.44,52.32,102.2,12.32,617,TX,FALSE,TRUE
Gregg,32.8,97559,18868,17.5,12.45,52.35,393.7,11.42,789,TX,FALSE,FALSE
Grimes,32.5,73508,13053,23,7.1,46.15,24.4,7.37,229,TX,FALSE,TRUE
Guadalupe,32.4,49907,15648,16.7,9.27,50.56,93.8,6.04,406,TX,FALSE,FALSE
Hale,29.6,90336,14386,23.4,10.14,51.33,35.1,7.14,535,TX,FALSE,FALSE
Hall,42.9,130723,14564,27.7,11.54,53.2,4.3,15.02,87,TX,TRUE,TRUE
Hamilton,43.5,144328,17670,18.4,14.55,52.28,9.1,34.35,213,TX,FALSE,FALSE
Hansford,32.9,210555,28881,11.8,13.11,50.06,6.1,13.21,245,TX,FALSE,FALSE
Hardeman,38.9,138182,16422,19.1,15.36,52.58,7.2,11.4,328,TX,TRUE,TRUE
Hardin,33.1,60096,15724,14.2,12.39,51.35,48.5,5.24,278,TX,TRUE,TRUE
Harris,30.3,91361,22285,19.4,10.27,50.21,1713.1,2.33,746,TX,FALSE,FALSE
Harrison,32.9,57407,15152,20.5,11.34,52.29,63.6,9.05,515,TX,FALSE,TRUE
Haskell,40.4,142622,16106,21.6,12.4,51.54,7.4,19.36,185,TX,TRUE,TRUE
Hays,26.6,40742,15089,16,5.38,50.18,100.9,4.3,456,TX,FALSE,TRUE
Hemphill,33.7,224934,21424,8.2,15.17,51.14,3.8,12.57,154,TX,FALSE,FALSE
Henderson,38.9,83132,14530,18.7,10.3,51.45,68.5,8.46,407,TX,FALSE,TRUE
Hidalgo,26.1,63439,9827,41.1,4.37,51.57,268.5,2.57,742,TX,TRUE,TRUE
Hill,,90403,14510,21.9,11.2,52.06,28.6,22.04,416,TX,FALSE,TRUE
Hockley,29.1,89970,14475,18.9,8.41,50.56,27.1,3.21,313,TX,FALSE,FALSE
Hood,37,90305,19413,11.9,9.8,50.32,73.5,8.16,317,TX,FALSE,FALSE
Hopkins,34.4,104126,16596,17.3,9.55,51.36,37.1,11.03,423,TX,FALSE,TRUE
Houston,36,98508,15626,25.2,14.04,49.2,17.4,12.9,293,TX,FALSE,TRUE
Howard,34,111914,15700,20.7,13.57,49.54,35.6,5.17,455,TX,FALSE,FALSE
Hunt,33.7,92772,16441,17.8,11.34,51.19,77.3,6.55,646,TX,FALSE,FALSE
Hutchinson,34.1,77083,18576,13,15.05,51.02,28.5,7.59,305,TX,FALSE,FALSE
Jack,37.1,151563,15138,17.5,13.06,51.6,7.4,11.14,203,TX,FALSE,TRUE
Jackson,35.7,84108,16767,18.9,12.07,52.04,15.7,9.02,215,TX,FALSE,FALSE
Jasper,35,86811,15476,20,11.32,52.12,33.5,10.7,233,TX,TRUE,TRUE
Jefferson,33.4,84512,18927,19.6,13.01,52.03,269.1,6.4,955,TX,TRUE,TRUE
Jim Wells,30.6,83268,12862,29.5,9.11,51.11,44.2,11.13,421,TX,TRUE,TRUE
Johnson,32.1,66776,15701,14.1,8.7,50.41,137.4,9.12,363,TX,FALSE,FALSE
Jones,36.5,68425,14560,22.7,12.11,52.04,17,16.33,314,TX,FALSE,TRUE
Karnes,33.6,,,28.6,11.53,52.06,16.3,,65,TX,TRUE,FALSE
Kaufman,32.9,80592,15953,16.2,9.05,51.08,69.1,10.48,479,,FALSE,FALSE
Kendall,36.8,83797,21665,9.9,10.23,51.35,24,15.28,342,,FALSE,FALSE
Kent,40.4,76310,14408,12.7,14.3,51.49,1.1,29,30,,TRUE,TRUE
Kerr,40.5,111337,19261,16.3,12.34,52.53,34,8.03,382,TX,FALSE,FALSE
Kimble,41,92761,15400,17.9,11.13,51.23,3.3,14.06,273,,FALSE,FALSE
Kleberg,27.7,62482,13037,26,11.19,50.34,34.8,3.6,586,TX,TRUE,TRUE
Knox,37.7,111954,15689,22.8,11.11,51.42,5.6,21.23,56,TX,TRUE,TRUE
Lamar,35.1,86887,16419,19.9,12.17,52.58,48.3,15.08,749,TX,FALSE,TRUE
Lamb,34.1,93610,15923,24.5,12.04,52.01,14.6,8.38,241,TX,FALSE,FALSE
Lampasas,35.4,84392,14560,17.7,12.45,51.5,19.2,6.42,318,TX,FALSE,FALSE
Lavaca,39.3,96460,16587,15,13.17,52.08,19.2,17.39,158,TX,FALSE,FALSE
Lee,33.6,125077,15686,13.5,9.7,50.03,20.7,10.54,248,TX,TRUE,FALSE
Leon,37.6,78921,15712,18.6,8.32,51.41,12.1,8.46,183,TX,FALSE,FALSE
Liberty,32.5,73820,15362,18.9,10.41,50.07,47.2,5.23,359,TX,FALSE,TRUE
Limestone,36.2,72886,15036,22.3,9.44,53.09,22.9,12.03,441,TX,TRUE,TRUE
Live Oak,36.4,98188,14407,19.4,10.9,51.11,9.5,7.34,142,TX,FALSE,FALSE
Llano,55.4,148750,17796,13.3,15.45,52.56,12.6,15.51,215,TX,FALSE,FALSE
Lubbock,28.8,106010,17029,21,10.17,51.28,249.6,4.08,691,TX,FALSE,FALSE
Lynn,32.5,137461,17146,27.1,11.15,51.19,7.5,6.07,143,TX,FALSE,FALSE
McCulloch,38.1,130140,15567,26.1,12.03,52.43,7.9,21.55,364,TX,TRUE,TRUE
McLennan,31.1,80295,16295,21.3,12.27,51.43,184.2,9.44,734,TX,FALSE,FALSE
Madison,29.9,160448,14738,28.1,9.07,41.3,23.6,12.29,347,TX,FALSE,TRUE
Marion,39.8,44273,13475,27.1,13.11,51.02,26.2,5.7,489,TX,TRUE,TRUE
Martin,,99524,,21.7,,50.32,5.4,10.41,151,TX,FALSE,FALSE
Mason,42.4,140321,16486,21.6,12.25,,3.6,16.47,118,TX,FALSE,FALSE
Matagorda,31.4,73973,15360,20.9,11.08,50.42,34,6.26,720,TX,FALSE,FALSE
Maverick,25.6,40852,7666,44.8,4.31,52.39,,1.18,687,,TRUE,TRUE
Medina,33.1,73321,13759,20.7,9.39,50.04,21.5,8.39,394,TX,FALSE,FALSE
Menard,41.7,113109,15103,27,11.36,50.51,2.5,14.31,161,TX,TRUE,TRUE
Midland,31,125207,23009,15.5,10.04,51.39,123.3,3.25,584,TX,FALSE,FALSE
Milam,35.8,104410,15344,21.7,11.02,51.52,22.6,9.48,343,TX,FALSE,TRUE
Mills,42.8,200329,16374,19.6,12.47,51.35,6,27.33,13,TX,FALSE,TRUE
Mitchell,37.3,125908,15206,23.1,11.52,52.02,8.5,20.39,317,TX,TRUE,TRUE
Montague,39.6,125177,15880,17.5,12.51,52.14,18.6,22.14,290,TX,TRUE,TRUE
Montgomery,32.1,47675,18743,12.8,9.22,50.5,194.4,3.03,451,TX,FALSE,FALSE
Moore,29.3,54457,16964,12.5,11.29,50.16,20,2.29,282,TX,FALSE,FALSE
Morris,35.7,88305,14719,20.6,14.53,51.8,50.7,15.21,284,TX,TRUE,TRUE
Nacogdoches,27.6,96474,14783,21.8,9.21,51.54,58,11.02,449,TX,FALSE,FALSE
Navarro,,113932,15810,21.1,10.05,52.25,37.2,13.31,580,TX,TRUE,TRUE
Newton,33.5,27680,11955,23.6,12.39,51.28,14.5,4.59,133,TX,TRUE,TRUE
Nolan,,85460,14886,21.7,12.33,51.41,17.8,12.53,540,TX,TRUE,TRUE
Nueces,30.5,67610,17153,22.7,11.25,51.02,359,5.33,973,TX,TRUE,TRUE
Ochiltree,31.5,140905,19312,13,14.22,50.37,9.6,4.04,282,TX,FALSE,FALSE
,32.9,45276,16027,15.6,13.57,51.12,232.3,5.51,540,TX,TRUE,TRUE
,35.6,109872,15193,20,14.23,52.17,25.9,8.17,460,TX,FALSE,TRUE
Panola,34.6,88655,14225,18.2,11.31,52.08,27.7,8.29,257,TX,FALSE,TRUE
Parker,33.6,60811,16859,12.5,9.41,50.39,75,4.28,310,TX,FALSE,FALSE
Parmer,30.4,,21326,19.6,9.39,49.39,11.3,10.3,240,TX,FALSE,FALSE
Pecos,29.6,81518,11471,27,9.03,51.12,3,4.34,384,TX,FALSE,FALSE
Polk,39.8,,14895,20,,51.18,31.6,5.57,439,TX,TRUE,TRUE
Potter,31.3,146789,16740,23.7,13.07,52.11,109.5,9.52,843,TX,FALSE,FALSE
Rains,38.2,78517,13561,14,9.8,51.24,30.2,8.14,296,TX,FALSE,TRUE
Randall,32.3,22999,19109,8.6,,52.21,100.1,2.54,710,TX,FALSE,FALSE
Reagan,26.9,71498,11073,14,10.3,49.28,3.9,9.13,146,TX,FALSE,FALSE
Red River,39,47559,14051,23.5,14.21,53.39,13.3,,451,TX,TRUE,TRUE
Reeves,29.1,67995,11780,30.1,8.05,48.18,5.9,,474,TX,TRUE,TRUE
Refugio,35.1,89215,18812,21.3,12.22,,10.3,,249,TX,FALSE,TRUE
Robertson,34.2,91170,14379,25.9,10.12,52.11,17.9,10,301,TX,TRUE,TRUE
Rockwall,33.1,50159,22814,7.9,7.31,50.32,225.2,6.17,386,TX,FALSE,FALSE
Runnels,37,126055,14895,18.9,13.15,51.19,10.4,14.13,218,TX,FALSE,FALSE
Rusk,35,97221,15679,19.5,12.32,52.1,47.5,11.57,525,TX,FALSE,FALSE
Sabine,46.8,115738,14447,18,11.29,52.18,19.6,5.31,236,TX,TRUE,TRUE
San Patricio,30.6,42543,13109,23.8,10.52,50.26,87.7,4.38,451,TX,TRUE,TRUE
San Saba,39.1,72398,15165,26.2,13.01,48.06,5,21.28,228,TX,TRUE,FALSE
Schleicher,33.4,95157,13435,19.2,9.4,51.08,2.3,12.33,250,TX,FALSE,FALSE
Scurry,32.6,95048,14567,17.9,11.13,49.26,20.8,7.07,320,TX,FALSE,FALSE
Shackelford,37.3,172952,18336,15.8,14.36,51.33,3.6,17.37,118,TX,FALSE,FALSE
Shelby,36.5,84396,15497,23.3,11.06,53.05,27.6,11.6,390,TX,TRUE,TRUE
Sherman,34.4,184475,37070,10.3,12.25,50.36,3,13.21,82,TX,FALSE,FALSE
Smith,33.2,110166,18888,17.6,11.26,52.27,166.5,8.01,825,TX,FALSE,FALSE
Somervell,31.7,69962,16877,14.5,10.18,48.9,29.4,7.27,371,TX,FALSE,FALSE
Starr,23.9,34066,6118,49.9,3.18,50.57,36.7,2.36,267,TX,TRUE,TRUE
Stephens,37.1,137549,15354,19.7,15.2,52.2,9.6,14.12,274,TX,FALSE,FALSE
Sterling,30.3,169580,13253,13.7,8.6,50.53,1.6,17.07,113,TX,FALSE,FALSE
,,,18088,15.4,14.15,51.4,2.2,23,130,TX,TRUE,TRUE
Sutton,32.4,133579,,17.3,10.19,51.5,2.9,8.57,400,TX,FALSE,FALSE
Swisher,34.2,123853,21608,24.8,11.01,,9.2,6.27,317,TX,TRUE,TRUE
Tarrant,30.5,73739,20732,13.7,10.21,51.15,,5.39,944,TX,FALSE,FALSE
Taylor,30.2,85964,16931,17.6,11.34,52.27,132,,475,TX,FALSE,FALSE
Terry,31.3,105514,15271,24.1,10.49,51.29,14.6,10.32,578,TX,FALSE,FALSE
Titus,32.7,139231,16700,20.1,10.54,51.28,59.7,,510,TX,TRUE,TRUE
Tom Green,31.2,81021,16707,17.2,11.07,51.4,65.3,7.07,640,TX,FALSE,FALSE
Travis,29.5,71200,20253,14.8,8.09,50.49,618.5,4.3,989,TX,TRUE,TRUE
Trinity,41.2,56557,14071,21.8,11.31,51.58,16.6,10.26,293,TX,TRUE,TRUE
Tyler,39.8,50730,13705,19.7,11.28,49.23,19.4,10.39,262,TX,TRUE,TRUE
Upshur,34.2,81003,14369,19.1,12.17,51.58,55.1,6.23,290,TX,FALSE,TRUE
Upton,29.8,96964,15353,18.4,11.12,50.33,3.4,6.9,202,TX,FALSE,FALSE
Uvalde,29.9,93661,12621,32.7,8.28,52.09,15.5,8.35,187,TX,FALSE,FALSE
Val Verde,27.8,43518,11212,33.2,7.08,50.35,12.8,3.12,592,TX,FALSE,TRUE
Van Zandt,37.9,64294,14660,17.5,11.31,51.18,45.9,11.59,234,TX,FALSE,FALSE
Victoria,31.6,125946,18422,18.1,10.6,51.29,87.2,7.09,765,TX,FALSE,FALSE
Walker,30.3,50784,11687,21.2,11.22,40.2,66.8,4.35,429,TX,FALSE,FALSE
Waller,28.2,39103,15343,22.8,8.15,51.08,47.7,8.49,584,TX,TRUE,TRUE
Ward,30.5,80102,14421,19.9,11.57,50.07,15,4.08,327,TX,FALSE,FALSE
Washington,34.2,125838,18656,16.2,9.04,52.11,43.7,12.07,336,TX,FALSE,FALSE
Webb,,152089,10459,36.1,4.58,51.9,44.2,2,702,TX,TRUE,TRUE
Wharton,,94299,15625,20.5,10.03,51.08,,7.55,578,TX,FALSE,FALSE
Wheeler,,145021,19117,17.6,13.43,53.05,6.1,20.22,171,TX,FALSE,FALSE
Wichita,31.7,105347,17824,16.9,13.06,51.5,191.7,10.54,801,TX,FALSE,FALSE
Wilbarger,35.2,153290,16950,17.9,13.12,51.23,15.1,15.16,616,TX,FALSE,FALSE
Willacy,27.5,45271,9188,41,6.39,51.51,30.7,4.33,440,TX,TRUE,TRUE
,30.1,50480,17284,9.6,6.36,51.08,136.3,5.31,385,TX,FALSE,FALSE
,32,60047,14234,17.1,7.45,50.18,29.5,8.03,277,TX,TRUE,FALSE
,31.1,87820,13618,18.8,14.18,51.08,10.1,7.29,222,TX,TRUE,FALSE
Wise,33.5,57749,15658,14.3,10.25,50.03,39.6,6.4,287,TX,FALSE,FALSE
Wood,39.6,100169,15174,17.8,10.39,52.34,46.3,18.11,254,TX,FALSE,FALSE
Yoakum,29,88473,16283,16.2,9.18,49.43,11,5.11,186,TX,FALSE,FALSE
Young,36.4,137501,,16.7,14.19,52.16,19.2,14.19,363,TX,FALSE,FALSE
Beaver,31.9,73235,,12.8,9.55,51.35,1.9,4.49,249,UT,FALSE,FALSE
Box Elder,26.7,50775,,9,10.25,50.08,6.6,4.29,323,UT,FALSE,FALSE
Cache,23.7,52568,,11.4,6.58,49.55,62.9,3.21,355,UT,FALSE,FALSE
Carbon,30.8,81973,15205,16.1,14.31,51.21,13.7,5.32,293,UT,TRUE,TRUE
Davis,24.7,31882,15074,8,7.9,49.7,655.5,1.8,333,UT,FALSE,FALSE
Duchesne,25,64212,13030,20.5,,49.4,4,3.54,363,UT,FALSE,FALSE
Iron,24.5,71358,12230,16.4,,50.28,6.7,3.08,401,UT,FALSE,FALSE
Juab,28.9,64132,12799,11.2,,50.29,,11.36,331,UT,FALSE,FALSE
Kane,30.8,87933,13836,15.6,,49.55,,2.5,340,UT,FALSE,FALSE
Millard,26.2,57089,12256,14,7.32,50.06,,3.33,149,UT,FALSE,FALSE
Salt Lake,27.8,74684,17443,9.8,9.37,50.51,,3.14,768,UT,FALSE,FALSE
San Juan,22.6,31923,9718,30.5,7.01,50.37,,6.3,74,UT,FALSE,FALSE
Sanpete,24.2,53115,11218,18,7.33,49.19,11.1,2.09,257,UT,FALSE,FALSE
Sevier,29,85292,12826,15.4,9.23,50.46,8.3,6.16,408,UT,FALSE,FALSE
Tooele,28.3,30888,14674,10.8,13.16,49.41,4,3.16,380,UT,FALSE,FALSE
Uintah,26.1,48340,11667,16.2,9.39,50.45,5.2,2.09,377,UT,FALSE,FALSE
Utah,22.5,39486,13045,13,6.14,50.57,137.9,2.13,421,UT,FALSE,FALSE
Wasatch,27.2,59120,13975,8.9,9.21,50.12,9.1,5.17,312,UT,FALSE,FALSE
Washington,28.4,53334,12998,13.5,5.14,51.17,22.9,5.53,392,UT,FALSE,FALSE
Weber,28.8,40610,16490,12.9,11.21,51.28,286.1,5.12,618,UT,FALSE,FALSE
Addison,31.6,74898,16877,12.2,9.48,50.25,43.9,2.32,144,VT,TRUE,TRUE
Bennington,34.9,111465,19934,12.7,13.17,52.07,52.9,13.46,141,VT,FALSE,TRUE
Caledonia,33.5,157442,16193,15.5,11.16,50.8,43.5,5.34,151,VT,FALSE,TRUE
Chittenden,30.3,111451,21509,9.8,10.44,52.01,248.6,4.04,296,VT,TRUE,TRUE
Franklin,31.7,93479,16169,13.9,9.23,50.51,65,6.09,130,VT,TRUE,TRUE
Orange,33.1,89052,15532,12.6,10.24,49.26,38.9,4.25,47,VT,FALSE,TRUE
Orleans,34.2,122862,15433,18.5,10.28,51.08,35.2,9.8,208,VT,FALSE,TRUE
